financial_year,state,area_of_expenditure,broad_source_of_funding,real_expenditure_millions
2010-11,SA,Private hospitals,Government,5
2010-11,SA,Private hospitals,Non-government,86
2010-11,SA,Private hospitals,Non-government,15
2010-11,SA,Private hospitals,Non-government,368
2010-11,SA,Public health,Government,89
2010-11,SA,Public health,Government,79
2010-11,SA,Public health,Non-government,1
2010-11,SA,Public health,Non-government,1
2010-11,SA,Public hospitals,Government,1230
2010-11,SA,Public hospitals,Government,1778
2010-11,SA,Public hospitals,Non-government,37
2010-11,SA,Public hospitals,Non-government,85
2010-11,SA,Public hospitals,Non-government,43
2010-11,SA,Research,Government,285
2010-11,SA,Research,Government,25
2010-11,SA,Research,Non-government,3
2010-11,SA,Research,Non-government,13
2010-11,TAS,Administration,Government,15
2010-11,TAS,Administration,Non-government,24
2010-11,TAS,Aids and appliances,Government,15
2010-11,TAS,Aids and appliances,Non-government,55
2010-11,TAS,Aids and appliances,Non-government,3
2010-11,TAS,Aids and appliances,Non-government,11
2010-11,TAS,All other medications,Government,13
2010-11,TAS,All other medications,Non-government,200
2010-11,TAS,All other medications,Non-government,2
2010-11,TAS,All other medications,Non-government,1
2010-11,TAS,Benefit-paid pharmaceuticals,Government,222
2010-11,TAS,Benefit-paid pharmaceuticals,Non-government,40
2010-11,TAS,Capital expenditure,Government,5
2010-11,TAS,Capital expenditure,Government,131
2010-11,TAS,Capital expenditure,Non-government,48
2010-11,TAS,Community health,Government,21
2010-11,TAS,Community health,Government,121
2010-11,TAS,Community health,Non-government,0
2010-11,TAS,Community health,Non-government,2
2010-11,TAS,Community health,Non-government,0
2010-11,TAS,Dental services,Government,17
2010-11,TAS,Dental services,Government,24
2010-11,TAS,Dental services,Non-government,75
2010-11,TAS,Dental services,Non-government,1
2010-11,TAS,Dental services,Non-government,21
2010-11,TAS,Medical expense tax rebate,Government,6
2010-11,TAS,Medical expense tax rebate,Non-government,-6
2010-11,TAS,Medical services,Government,482
2010-11,TAS,Medical services,Non-government,68
2010-11,TAS,Medical services,Non-government,19
2010-11,TAS,Medical services,Non-government,25
2010-11,TAS,Other health practitioners,Government,35
2010-11,TAS,Other health practitioners,Non-government,38
2010-11,TAS,Other health practitioners,Non-government,11
2010-11,TAS,Other health practitioners,Non-government,10
2010-11,TAS,Patient transport services,Government,8
2010-11,TAS,Patient transport services,Government,60
2010-11,TAS,Patient transport services,Non-government,2
2010-11,TAS,Patient transport services,Non-government,4
2010-11,TAS,Patient transport services,Non-government,0
2010-11,TAS,Private hospitals,Government,81
2010-11,TAS,Private hospitals,Government,11
2010-11,TAS,Private hospitals,Non-government,5
2010-11,TAS,Private hospitals,Non-government,14
2010-11,TAS,Private hospitals,Non-government,121
2010-11,TAS,Public health,Government,28
2010-11,TAS,Public health,Government,25
2010-11,TAS,Public health,Non-government,0
2010-11,TAS,Public hospitals,Government,368
2010-11,TAS,Public hospitals,Government,511
2010-11,TAS,Public hospitals,Non-government,0
2010-11,TAS,Public hospitals,Non-government,19
2010-11,TAS,Public hospitals,Non-government,15
2010-11,TAS,Research,Government,41
2010-11,TAS,Research,Government,8
2010-11,TAS,Research,Non-government,2
2010-11,ACT,Administration,Government,51
2010-11,ACT,Administration,Government,0
2010-11,ACT,Administration,Non-government,13
2010-11,ACT,Aids and appliances,Government,9
2010-11,ACT,Aids and appliances,Non-government,22
2010-11,ACT,Aids and appliances,Non-government,1
2010-11,ACT,Aids and appliances,Non-government,7
2010-11,ACT,All other medications,Government,7
2010-11,ACT,All other medications,Non-government,97
2010-11,ACT,All other medications,Non-government,1
2010-11,ACT,All other medications,Non-government,1
2010-11,ACT,Benefit-paid pharmaceuticals,Government,102
2010-11,ACT,Benefit-paid pharmaceuticals,Non-government,25
2010-11,ACT,Capital expenditure,Government,4
2010-11,ACT,Capital expenditure,Government,124
2010-11,ACT,Capital expenditure,Non-government,17
2010-11,ACT,Community health,Government,24
2010-11,ACT,Community health,Government,147
2010-11,ACT,Community health,Non-government,0
2010-11,ACT,Community health,Non-government,0
2010-11,ACT,Dental services,Government,16
2010-11,ACT,Dental services,Government,11
2010-11,ACT,Dental services,Non-government,102
2010-11,ACT,Dental services,Non-government,0
2010-11,ACT,Dental services,Non-government,20
2010-11,ACT,Medical expense tax rebate,Government,2
2010-11,ACT,Medical expense tax rebate,Non-government,-2
2010-11,ACT,Medical services,Government,259
2010-11,ACT,Medical services,Non-government,98
2010-11,ACT,Medical services,Non-government,9
2010-11,ACT,Medical services,Non-government,11
2010-11,ACT,Other health practitioners,Government,17
2010-11,ACT,Other health practitioners,Government,1
2010-11,ACT,Other health practitioners,Non-government,28
2010-11,ACT,Other health practitioners,Non-government,9
2010-11,ACT,Other health practitioners,Non-government,8
2010-11,ACT,Patient transport services,Government,5
2010-11,ACT,Patient transport services,Government,17
2010-11,ACT,Patient transport services,Non-government,0
2010-11,ACT,Patient transport services,Non-government,1
2010-11,ACT,Patient transport services,Non-government,11
2010-11,ACT,Private hospitals,Government,41
2010-11,ACT,Private hospitals,Government,1
2010-11,ACT,Private hospitals,Non-government,22
2010-11,ACT,Private hospitals,Non-government,7
2010-11,ACT,Private hospitals,Non-government,59
2010-11,ACT,Public health,Government,18
2010-11,ACT,Public health,Government,32
2010-11,ACT,Public health,Non-government,0
2010-11,ACT,Public hospitals,Government,248
2010-11,ACT,Public hospitals,Government,587
2010-11,ACT,Public hospitals,Non-government,2
2010-11,ACT,Public hospitals,Non-government,8
2010-11,ACT,Public hospitals,Non-government,9
2010-11,ACT,Research,Government,170
2010-11,ACT,Research,Government,37
2010-11,ACT,Research,Non-government,0
2010-11,ACT,Research,Non-government,6
2010-11,NT,Administration,Government,4
2010-11,NT,Administration,Government,0
2010-11,NT,Administration,Non-government,0
2010-11,NT,Administration,Non-government,5
2010-11,NT,Aids and appliances,Government,5
2010-11,NT,Aids and appliances,Non-government,17
2010-11,NT,Aids and appliances,Non-government,1
2010-11,NT,Aids and appliances,Non-government,3
2010-11,NT,All other medications,Government,10
2010-11,NT,All other medications,Non-government,35
2010-11,NT,All other medications,Non-government,0
2010-11,NT,All other medications,Non-government,0
2010-11,NT,Benefit-paid pharmaceuticals,Government,51
2010-11,NT,Benefit-paid pharmaceuticals,Non-government,8
2010-11,NT,Capital expenditure,Government,8
2010-11,NT,Capital expenditure,Government,54
2010-11,NT,Capital expenditure,Non-government,13
2010-11,NT,Community health,Government,165
2010-11,NT,Community health,Government,269
2010-11,NT,Community health,Non-government,0
2010-11,NT,Community health,Non-government,1
2010-11,NT,Community health,Non-government,0
2010-11,NT,Dental services,Government,4
2010-11,NT,Dental services,Government,8
2010-11,NT,Dental services,Non-government,67
2010-11,NT,Dental services,Non-government,0
2010-11,NT,Dental services,Non-government,6
2010-11,NT,Medical expense tax rebate,Government,15
2010-11,NT,Medical expense tax rebate,Non-government,-15
2010-11,NT,Medical services,Government,117
2010-11,NT,Medical services,Non-government,15
2010-11,NT,Medical services,Non-government,11
2010-11,NT,Medical services,Non-government,4
2010-11,NT,Other health practitioners,Government,7
2010-11,NT,Other health practitioners,Government,5
2010-11,NT,Other health practitioners,Non-government,22
2010-11,NT,Other health practitioners,Non-government,5
2010-11,NT,Other health practitioners,Non-government,3
2010-11,NT,Patient transport services,Government,12
2010-11,NT,Patient transport services,Government,28
2010-11,NT,Patient transport services,Non-government,0
2010-11,NT,Patient transport services,Non-government,0
2010-11,NT,Patient transport services,Non-government,0
2010-11,NT,Private hospitals,Government,13
2010-11,NT,Private hospitals,Government,1
2010-11,NT,Private hospitals,Non-government,21
2010-11,NT,Private hospitals,Non-government,4
2010-11,NT,Private hospitals,Non-government,23
2010-11,NT,Public health,Government,35
2010-11,NT,Public health,Government,80
2010-11,NT,Public health,Non-government,0
2010-11,NT,Public health,Non-government,0
2010-11,NT,Public hospitals,Government,179
2010-11,NT,Public hospitals,Government,413
2010-11,NT,Public hospitals,Non-government,5
2010-11,NT,Public hospitals,Non-government,6
2010-11,NT,Public hospitals,Non-government,1
2010-11,NT,Research,Government,34
2010-11,NT,Research,Government,20
2010-11,NT,Research,Non-government,1
2011-12,NSW,Administration,Government,300
2011-12,NSW,Administration,Government,9
2011-12,NSW,Administration,Non-government,2
2011-12,NSW,Administration,Non-government,340
2011-12,NSW,Aids and appliances,Government,211
2011-12,NSW,Aids and appliances,Non-government,479
2011-12,NSW,Aids and appliances,Non-government,5
2011-12,NSW,Aids and appliances,Non-government,168
2011-12,NSW,All other medications,Government,178
2011-12,NSW,All other medications,Non-government,2718
2011-12,NSW,All other medications,Non-government,11
2011-12,NSW,All other medications,Non-government,20
2011-12,NSW,Benefit-paid pharmaceuticals,Government,2842
2011-12,NSW,Benefit-paid pharmaceuticals,Non-government,554
2011-12,NSW,Capital expenditure,Government,105
2011-12,NSW,Capital expenditure,Government,765
2011-12,NSW,Capital expenditure,Non-government,989
2011-12,NSW,Community health,Government,267
2011-12,NSW,Community health,Government,1521
2011-12,NSW,Community health,Non-government,35
2011-12,NSW,Community health,Non-government,103
2011-12,NSW,Community health,Non-government,0
2011-12,NSW,Dental services,Government,660
2011-12,NSW,Dental services,Government,190
2011-12,NSW,Dental services,Non-government,1305
2011-12,NSW,Dental services,Non-government,7
2011-12,NSW,Dental services,Non-government,397
2011-12,NSW,Medical expense tax rebate,Government,206
2011-12,NSW,Medical expense tax rebate,Non-government,-206
2011-12,NSW,Medical services,Government,6400
2011-12,NSW,Medical services,Non-government,1076
2011-12,NSW,Medical services,Non-government,539
2011-12,NSW,Medical services,Non-government,344
2011-12,NSW,Other health practitioners,Government,506
2011-12,NSW,Other health practitioners,Non-government,393
2011-12,NSW,Other health practitioners,Non-government,119
2011-12,NSW,Other health practitioners,Non-government,198
2011-12,NSW,Patient transport services,Government,130
2011-12,NSW,Patient transport services,Government,513
2011-12,NSW,Patient transport services,Non-government,78
2011-12,NSW,Patient transport services,Non-government,36
2011-12,NSW,Patient transport services,Non-government,112
2011-12,NSW,Private hospitals,Government,993
2011-12,NSW,Private hospitals,Non-government,346
2011-12,NSW,Private hospitals,Non-government,240
2011-12,NSW,Private hospitals,Non-government,1620
2011-12,NSW,Public health,Government,452
2011-12,NSW,Public health,Government,110
2011-12,NSW,Public health,Non-government,45
2011-12,NSW,Public hospitals,Government,5326
2011-12,NSW,Public hospitals,Government,6838
2011-12,NSW,Public hospitals,Non-government,242
2011-12,NSW,Public hospitals,Non-government,685
2011-12,NSW,Public hospitals,Non-government,396
2011-12,NSW,Research,Government,1065
2011-12,NSW,Research,Government,219
2011-12,NSW,Research,Non-government,0
2011-12,NSW,Research,Non-government,108
2011-12,VIC,Administration,Government,224
2011-12,VIC,Administration,Non-government,273
2011-12,VIC,Aids and appliances,Government,148
2011-12,VIC,Aids and appliances,Non-government,798
2011-12,VIC,Aids and appliances,Non-government,18
2011-12,VIC,Aids and appliances,Non-government,100
2011-12,VIC,All other medications,Government,129
2011-12,VIC,All other medications,Non-government,2042
2011-12,VIC,All other medications,Non-government,28
2011-12,VIC,All other medications,Non-government,7
2011-12,VIC,Benefit-paid pharmaceuticals,Government,2065
2011-12,VIC,Benefit-paid pharmaceuticals,Non-government,410
2011-12,VIC,Capital expenditure,Government,73
2011-12,VIC,Capital expenditure,Government,626
2011-12,VIC,Capital expenditure,Non-government,695
2011-12,VIC,Community health,Government,143
2011-12,VIC,Community health,Government,548
2011-12,VIC,Community health,Non-government,3
2011-12,VIC,Community health,Non-government,15
2011-12,VIC,Community health,Non-government,0
2011-12,VIC,Dental services,Government,342
