financial_year,state,area_of_expenditure,broad_source_of_funding,real_expenditure_millions
2010,QLD,Dental services,Government,197
2010,QLD,Dental services,Other,569
2010,QLD,Dental services,Other,4
2010,QLD,Dental services,Other,224
2010,QLD,Medical expense tax rebate,Government,89
2010,QLD,Medical expense tax rebate,Other,
2010,QLD,Medical services,Government,3589
2010,QLD,Medical services,Other,593
2010,QLD,Medical services,Other,153
2010,QLD,Medical services,Other,215
2010,QLD,Other health practitioners,Government,304
2010,QLD,Other health practitioners,Other,445
2010,QLD,Other health practitioners,Other,58
2010,QLD,Other health practitioners,Other,104
2010,QLD,Patient transport services,Government,56
2010,QLD,Patient transport services,Government,646
2010,QLD,Patient transport services,Other,0
2010,QLD,Patient transport services,Other,6
2010,QLD,Patient transport services,Other,0
2010,QLD,Private hospitals,Government,913
2010,QLD,Private hospitals,Government,27
2010,QLD,Private hospitals,Other,335
2010,QLD,Private hospitals,Other,162
2010,QLD,Private hospitals,Other,1113
2010,QLD,Public health,Government,217
2010,QLD,Public health,Government,160
2010,QLD,Public health,Other,15
2010,QLD,Public health,Other,0
2010,QLD,Public hospitals,Government,3050
2010,QLD,Public hospitals,Government,3901
2010,QLD,Public hospitals,Other,316
2010,QLD,Public hospitals,Other,235
2010,QLD,Public hospitals,Other,51
2010,QLD,Research,Government,473
2010,QLD,Research,Government,237
2010,QLD,Research,Other,32
2010,WA,Administration,Government,70
2010,WA,Administration,Government,93
2010,WA,Administration,Other,0
2010,WA,Administration,Other,113
2010,WA,Aids and appliances,Government,64
2010,WA,Aids and appliances,Other,491
2010,WA,Aids and appliances,Other,8
2010,WA,Aids and appliances,Other,49
2010,WA,All other medications,Government,54
2010,WA,All other medications,Other,747
2010,WA,All other medications,Other,18
2010,WA,All other medications,Other,6
2010,WA,Benefit,Government,732
2010,WA,Benefit,Other,151
2010,WA,Capital expenditure,Government,13
2010,WA,Capital expenditure,Government,819
2010,WA,Capital expenditure,Other,177
2010,WA,Community health,Government,162
2010,WA,Community health,Government,596
2010,WA,Community health,Other,3
2010,WA,Community health,Other,6
2010,WA,Community health,Other,0
2010,WA,Dental services,Government,98
2010,WA,Dental services,Government,71
2010,WA,Dental services,Other,698
2010,WA,Dental services,Other,4
2010,WA,Dental services,Other,165
2010,WA,Medical expense tax rebate,Government,23
2010,WA,Medical expense tax rebate,Other,
2010,WA,Medical services,Government,1531
2010,WA,Medical services,Other,300
2010,WA,Medical services,Other,108
2010,WA,Medical services,Other,117
2010,WA,Other health practitioners,Government,139
2010,WA,Other health practitioners,Other,68
2010,WA,Other health practitioners,Other,35
2010,WA,Other health practitioners,Other,60
2010,WA,Patient transport services,Government,36
2010,WA,Patient transport services,Government,153
2010,WA,Patient transport services,Other,0
2010,WA,Patient transport services,Other,11
2010,WA,Patient transport services,Other,18
2010,WA,Private hospitals,Government,401
2010,WA,Private hospitals,Government,335
2010,WA,Private hospitals,Other,197
2010,WA,Private hospitals,Other,32
2010,WA,Private hospitals,Other,575
2010,WA,Public health,Government,116
2010,WA,Public health,Government,110
2010,WA,Public health,Other,0
2010,WA,Public health,Other,0
2010,WA,Public hospitals,Government,1573
2010,WA,Public hospitals,Government,2068
2010,WA,Public hospitals,Other,197
2010,WA,Public hospitals,Other,44
2010,WA,Public hospitals,Other,48
2010,WA,Research,Government,256
2010,WA,Research,Government,97
2010,WA,Research,Other,0
2010,WA,Research,Other,14
2010,SA,Administration,Government,49
2010,SA,Administration,Government,220
2010,SA,Administration,Other,0
2010,SA,Administration,Other,5
2010,SA,Administration,Other,79
2010,SA,Aids and appliances,Government,50
2010,SA,Aids and appliances,Other,152
2010,SA,Aids and appliances,Other,14
2010,SA,Aids and appliances,Other,38
2010,SA,All other medications,Government,43
2010,SA,All other medications,Other,633
2010,SA,All other medications,Other,6
2010,SA,All other medications,Other,4
2010,SA,Benefit,Government,678
2010,SA,Benefit,Other,124
2010,SA,Capital expenditure,Government,12
2010,SA,Capital expenditure,Government,256
2010,SA,Capital expenditure,Other,58
2010,SA,Community health,Government,83
2010,SA,Community health,Government,572
2010,SA,Community health,Other,63
2010,SA,Community health,Other,13
2010,SA,Community health,Other,0
2010,SA,Dental services,Government,121
2010,SA,Dental services,Government,61
2010,SA,Dental services,Other,137
2010,SA,Dental services,Other,3
2010,SA,Dental services,Other,103
2010,SA,Medical expense tax rebate,Government,43
2010,SA,Medical expense tax rebate,Other,
2010,SA,Medical services,Government,1350
2010,SA,Medical services,Other,146
2010,SA,Medical services,Other,124
2010,SA,Medical services,Other,98
2010,SA,Other health practitioners,Government,117
2010,SA,Other health practitioners,Other,44
2010,SA,Other health practitioners,Other,41
2010,SA,Other health practitioners,Other,58
2010,SA,Patient transport services,Government,25
2010,SA,Patient transport services,Government,139
2010,SA,Patient transport services,Other,75
2010,SA,Patient transport services,Other,8
2010,SA,Patient transport services,Other,15
2010,SA,Private hospitals,Government,239
2010,SA,Private hospitals,Government,5
2010,SA,Private hospitals,Other,86
2010,SA,Private hospitals,Other,15
2010,SA,Private hospitals,Other,368
2010,SA,Public health,Government,89
2010,SA,Public health,Government,79
2010,SA,Public health,Other,1
2010,SA,Public health,Other,1
2010,SA,Public hospitals,Government,1230
2010,SA,Public hospitals,Government,1778
2010,SA,Public hospitals,Other,37
2010,SA,Public hospitals,Other,85
2010,SA,Public hospitals,Other,43
2010,SA,Research,Government,285
2010,SA,Research,Government,25
2010,SA,Research,Other,3
2010,SA,Research,Other,13
2010,TAS,Administration,Government,15
2010,TAS,Administration,Other,24
2010,TAS,Aids and appliances,Government,15
2010,TAS,Aids and appliances,Other,55
2010,TAS,Aids and appliances,Other,3
2010,TAS,Aids and appliances,Other,11
2010,TAS,All other medications,Government,13
2010,TAS,All other medications,Other,200
2010,TAS,All other medications,Other,2
2010,TAS,All other medications,Other,1
2010,TAS,Benefit,Government,222
2010,TAS,Benefit,Other,40
2010,TAS,Capital expenditure,Government,5
2010,TAS,Capital expenditure,Government,131
2010,TAS,Capital expenditure,Other,48
2010,TAS,Community health,Government,21
2010,TAS,Community health,Government,121
2010,TAS,Community health,Other,0
2010,TAS,Community health,Other,2
2010,TAS,Community health,Other,0
2010,TAS,Dental services,Government,17
2010,TAS,Dental services,Government,24
2010,TAS,Dental services,Other,75
2010,TAS,Dental services,Other,1
2010,TAS,Dental services,Other,21
2010,TAS,Medical expense tax rebate,Government,6
2010,TAS,Medical expense tax rebate,Other,
2010,TAS,Medical services,Government,482
2010,TAS,Medical services,Other,68
2010,TAS,Medical services,Other,19
2010,TAS,Medical services,Other,25
2010,TAS,Other health practitioners,Government,35
2010,TAS,Other health practitioners,Other,38
2010,TAS,Other health practitioners,Other,11
2010,TAS,Other health practitioners,Other,10
2010,TAS,Patient transport services,Government,8
2010,TAS,Patient transport services,Government,60
2010,TAS,Patient transport services,Other,2
2010,TAS,Patient transport services,Other,4
2010,TAS,Patient transport services,Other,0
2010,TAS,Private hospitals,Government,81
2010,TAS,Private hospitals,Government,11
2010,TAS,Private hospitals,Other,5
2010,TAS,Private hospitals,Other,14
2010,TAS,Private hospitals,Other,121
2010,TAS,Public health,Government,28
2010,TAS,Public health,Government,25
2010,TAS,Public health,Other,0
2010,TAS,Public hospitals,Government,368
2010,TAS,Public hospitals,Government,511
2010,TAS,Public hospitals,Other,0
2010,TAS,Public hospitals,Other,19
2010,TAS,Public hospitals,Other,15
2010,TAS,Research,Government,41
2010,TAS,Research,Government,8
2010,TAS,Research,Other,2
2010,ACT,Administration,Government,51
2010,ACT,Administration,Government,0
2010,ACT,Administration,Other,13
2010,ACT,Aids and appliances,Government,9
2010,ACT,Aids and appliances,Other,22
2010,ACT,Aids and appliances,Other,1
2010,ACT,Aids and appliances,Other,7
2010,ACT,All other medications,Government,7
2010,ACT,All other medications,Other,97
2010,ACT,All other medications,Other,1
2010,ACT,All other medications,Other,1
2010,ACT,Benefit,Government,102
2010,ACT,Benefit,Other,25
2010,ACT,Capital expenditure,Government,4
2010,ACT,Capital expenditure,Government,124
2010,ACT,Capital expenditure,Other,17
2010,ACT,Community health,Government,24
2010,ACT,Community health,Government,147
2010,ACT,Community health,Other,0
2010,ACT,Community health,Other,0
2010,ACT,Dental services,Government,16
2010,ACT,Dental services,Government,11
2010,ACT,Dental services,Other,102
2010,ACT,Dental services,Other,0
2010,ACT,Dental services,Other,20
2010,ACT,Medical expense tax rebate,Government,2
2010,ACT,Medical expense tax rebate,Other,
2010,ACT,Medical services,Government,259
2010,ACT,Medical services,Other,98
2010,ACT,Medical services,Other,9
2010,ACT,Medical services,Other,11
2010,ACT,Other health practitioners,Government,17
2010,ACT,Other health practitioners,Government,1
2010,ACT,Other health practitioners,Other,28
2010,ACT,Other health practitioners,Other,9
2010,ACT,Other health practitioners,Other,8
2010,ACT,Patient transport services,Government,5
2010,ACT,Patient transport services,Government,17
2010,ACT,Patient transport services,Other,0
2010,ACT,Patient transport services,Other,1
2010,ACT,Patient transport services,Other,11
2010,ACT,Private hospitals,Government,41
2010,ACT,Private hospitals,Government,1
2010,ACT,Private hospitals,Other,22
2010,ACT,Private hospitals,Other,7
2010,ACT,Private hospitals,Other,59
2010,ACT,Public health,Government,18
2010,ACT,Public health,Government,32
2010,ACT,Public health,Other,0
2010,ACT,Public hospitals,Government,248
2010,ACT,Public hospitals,Government,587
2010,ACT,Public hospitals,Other,2
2010,ACT,Public hospitals,Other,8
2010,ACT,Public hospitals,Other,9
2010,ACT,Research,Government,170
2010,ACT,Research,Government,37
2010,ACT,Research,Other,0
2010,ACT,Research,Other,6
2010,NT,Administration,Government,4
2010,NT,Administration,Government,0
2010,NT,Administration,Other,0
2010,NT,Administration,Other,5
2010,NT,Aids and appliances,Government,5
2010,NT,Aids and appliances,Other,17
2010,NT,Aids and appliances,Other,1
2010,NT,Aids and appliances,Other,3
2010,NT,All other medications,Government,10
2010,NT,All other medications,Other,35
2010,NT,All other medications,Other,0
2010,NT,All other medications,Other,0
2010,NT,Benefit,Government,51
2010,NT,Benefit,Other,8
2010,NT,Capital expenditure,Government,8
2010,NT,Capital expenditure,Government,54
2010,NT,Capital expenditure,Other,13
2010,NT,Community health,Government,165
2010,NT,Community health,Government,269
2010,NT,Community health,Other,0
2010,NT,Community health,Other,1
2010,NT,Community health,Other,0
2010,NT,Dental services,Government,4
2010,NT,Dental services,Government,8
2010,NT,Dental services,Other,67
2010,NT,Dental services,Other,0
2010,NT,Dental services,Other,6
2010,NT,Medical expense tax rebate,Government,15
2010,NT,Medical expense tax rebate,Other,
2010,NT,Medical services,Government,117
2010,NT,Medical services,Other,15
2010,NT,Medical services,Other,11
2010,NT,Medical services,Other,4
2010,NT,Other health practitioners,Government,7
2010,NT,Other health practitioners,Government,5
2010,NT,Other health practitioners,Other,22
2010,NT,Other health practitioners,Other,5
2010,NT,Other health practitioners,Other,3
2010,NT,Patient transport services,Government,12
2010,NT,Patient transport services,Government,28
2010,NT,Patient transport services,Other,0
2010,NT,Patient transport services,Other,0
2010,NT,Patient transport services,Other,0
2010,NT,Private hospitals,Government,13
2010,NT,Private hospitals,Government,1
2010,NT,Private hospitals,Other,21
2010,NT,Private hospitals,Other,4
2010,NT,Private hospitals,Other,23
2010,NT,Public health,Government,35
2010,NT,Public health,Government,80
2010,NT,Public health,Other,0
2010,NT,Public health,Other,0
2010,NT,Public hospitals,Government,179
2010,NT,Public hospitals,Government,413
2010,NT,Public hospitals,Other,5
2010,NT,Public hospitals,Other,6
2010,NT,Public hospitals,Other,1
2010,NT,Research,Government,34
2010,NT,Research,Government,20
2010,NT,Research,Other,1
2011,NSW,Administration,Government,300
2011,NSW,Administration,Government,9
2011,NSW,Administration,Other,2
2011,NSW,Administration,Other,340
2011,NSW,Aids and appliances,Government,211
2011,NSW,Aids and appliances,Other,479
2011,NSW,Aids and appliances,Other,5
2011,NSW,Aids and appliances,Other,168
2011,NSW,All other medications,Government,178
2011,NSW,All other medications,Other,2718
2011,NSW,All other medications,Other,11
2011,NSW,All other medications,Other,20
2011,NSW,Benefit,Government,2842
2011,NSW,Benefit,Other,554
2011,NSW,Capital expenditure,Government,105
2011,NSW,Capital expenditure,Government,765
2011,NSW,Capital expenditure,Other,989
2011,NSW,Community health,Government,267
2011,NSW,Community health,Government,1521
2011,NSW,Community health,Other,35
2011,NSW,Community health,Other,103
2011,NSW,Community health,Other,0
2011,NSW,Dental services,Government,660
2011,NSW,Dental services,Government,190
2011,NSW,Dental services,Other,1305
2011,NSW,Dental services,Other,7
2011,NSW,Dental services,Other,397
2011,NSW,Medical expense tax rebate,Government,206
2011,NSW,Medical expense tax rebate,Other,
2011,NSW,Medical services,Government,6400
2011,NSW,Medical services,Other,1076
2011,NSW,Medical services,Other,539
2011,NSW,Medical services,Other,344
2011,NSW,Other health practitioners,Government,506
2011,NSW,Other health practitioners,Other,393
2011,NSW,Other health practitioners,Other,119
2011,NSW,Other health practitioners,Other,198
2011,NSW,Patient transport services,Government,130
2011,NSW,Patient transport services,Government,513
2011,NSW,Patient transport services,Other,78
2011,NSW,Patient transport services,Other,36
2011,NSW,Patient transport services,Other,112
2011,NSW,Private hospitals,Government,993
2011,NSW,Private hospitals,Other,346
2011,NSW,Private hospitals,Other,240
2011,NSW,Private hospitals,Other,1620
2011,NSW,Public health,Government,452
2011,NSW,Public health,Government,110
2011,NSW,Public health,Other,45
2011,NSW,Public hospitals,Government,5326
2011,NSW,Public hospitals,Government,6838
2011,NSW,Public hospitals,Other,242
2011,NSW,Public hospitals,Other,685
